"CustomerKey","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score","CLV_TotalRevenue","FirstPurchase","LastPurchase","NumOrders","AvgOrderValue","LifespanDays","LifespanMonths","MonthlyValue","CLV_Quintile","CLV_Segment"
16065,109,1,572.26,4,1,3,413,572.26,2016-09-13,2016-09-13,1,572.26,0,0,572.26,3,"Middle"
16066,107,1,611.94,4,1,3,413,611.94,2016-09-15,2016-09-15,1,611.94,0,0,611.94,3,"Middle"
16067,118,1,664.89,4,1,4,414,664.89,2016-09-04,2016-09-04,1,664.89,0,0,664.89,4,"Upper-Mid"
16068,101,1,563.96,4,1,3,413,563.96,2016-09-21,2016-09-21,1,563.96,0,0,563.96,3,"Middle"
16069,107,1,579.97,4,1,3,413,579.97,2016-09-15,2016-09-15,1,579.97,0,0,579.97,3,"Middle"
16072,78,1,166.28,4,1,3,413,166.28,2016-10-14,2016-10-14,1,166.28,0,0,166.28,3,"Middle"
16073,17,1,64.47,5,1,2,512,64.47,2016-12-14,2016-12-14,1,64.47,0,0,64.47,2,"Lower-Mid"
16074,228,1,39.98,2,1,2,212,39.98,2016-05-17,2016-05-17,1,39.98,0,0,39.98,2,"Lower-Mid"
16075,64,1,7.28,4,1,1,411,7.28,2016-10-28,2016-10-28,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16077,100,1,2401.45,4,1,4,414,2401.45,2016-09-22,2016-09-22,1,2401.45,0,0,2401.45,4,"Upper-Mid"
16078,108,1,2383.95,4,1,4,414,2383.95,2016-09-14,2016-09-14,1,2383.95,0,0,2383.95,4,"Upper-Mid"
16079,110,1,2324.92,4,1,4,414,2324.92,2016-09-12,2016-09-12,1,2324.92,0,0,2324.92,4,"Upper-Mid"
16080,111,1,567.27,4,1,3,413,567.27,2016-09-11,2016-09-11,1,567.27,0,0,567.27,3,"Middle"
16081,64,1,2319.99,4,1,4,414,2319.99,2016-10-28,2016-10-28,1,2319.99,0,0,2319.99,4,"Upper-Mid"
16082,185,1,39.98,3,1,2,312,39.98,2016-06-29,2016-06-29,1,39.98,0,0,39.98,2,"Lower-Mid"
16084,14,1,4.99,5,1,1,511,4.99,2016-12-17,2016-12-17,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16086,62,1,2406.95,4,1,4,414,2406.95,2016-10-30,2016-10-30,1,2406.95,0,0,2406.95,4,"Upper-Mid"
16087,76,1,2369.97,4,1,4,414,2369.97,2016-10-16,2016-10-16,1,2369.97,0,0,2369.97,4,"Upper-Mid"
16088,223,1,7.28,2,1,1,211,7.28,2016-05-22,2016-05-22,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16091,186,1,39.98,3,1,2,312,39.98,2016-06-28,2016-06-28,1,39.98,0,0,39.98,2,"Lower-Mid"
16092,95,1,7.28,4,1,1,411,7.28,2016-09-27,2016-09-27,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16093,92,1,554.97,4,1,3,413,554.97,2016-09-30,2016-09-30,1,554.97,0,0,554.97,3,"Middle"
16094,105,1,567.27,4,1,3,413,567.27,2016-09-17,2016-09-17,1,567.27,0,0,567.27,3,"Middle"
16095,83,1,2329.99,4,1,4,414,2329.99,2016-10-09,2016-10-09,1,2329.99,0,0,2329.99,4,"Upper-Mid"
16099,30,1,89.97,5,1,3,513,89.97,2016-12-01,2016-12-01,1,89.97,0,0,89.97,3,"Middle"
16100,84,1,2369.96,4,1,4,414,2369.96,2016-10-08,2016-10-08,1,2369.96,0,0,2369.96,4,"Upper-Mid"
16101,76,1,2322.28,4,1,4,414,2322.28,2016-10-16,2016-10-16,1,2322.28,0,0,2322.28,4,"Upper-Mid"
16102,99,1,563.96,4,1,3,413,563.96,2016-09-23,2016-09-23,1,563.96,0,0,563.96,3,"Middle"
16104,62,1,2414.97,4,1,4,414,2414.97,2016-10-30,2016-10-30,1,2414.97,0,0,2414.97,4,"Upper-Mid"
16105,91,1,2361.95,4,1,4,414,2361.95,2016-10-01,2016-10-01,1,2361.95,0,0,2361.95,4,"Upper-Mid"
16107,230,1,39.98,2,1,2,212,39.98,2016-05-15,2016-05-15,1,39.98,0,0,39.98,2,"Lower-Mid"
16108,71,1,633.96,4,1,4,414,633.96,2016-10-21,2016-10-21,1,633.96,0,0,633.96,4,"Upper-Mid"
16111,85,1,2340.94,4,1,4,414,2340.94,2016-10-07,2016-10-07,1,2340.94,0,0,2340.94,4,"Upper-Mid"
16112,89,1,2373.47,4,1,4,414,2373.47,2016-10-03,2016-10-03,1,2373.47,0,0,2373.47,4,"Upper-Mid"
16113,78,1,2391.95,4,1,4,414,2391.95,2016-10-14,2016-10-14,1,2391.95,0,0,2391.95,4,"Upper-Mid"
16114,73,1,2319.99,4,1,4,414,2319.99,2016-10-19,2016-10-19,1,2319.99,0,0,2319.99,4,"Upper-Mid"
16115,277,1,7.28,1,1,1,111,7.28,2016-03-29,2016-03-29,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16116,65,1,2341.97,4,1,4,414,2341.97,2016-10-27,2016-10-27,1,2341.97,0,0,2341.97,4,"Upper-Mid"
16117,37,1,86.45,5,1,3,513,86.45,2016-11-24,2016-11-24,1,86.45,0,0,86.45,3,"Middle"
16118,69,1,2563.91,4,1,5,415,2563.91,2016-10-23,2016-10-23,1,2563.91,0,0,2563.91,5,"Top 20% (High CLV)"
16119,323,1,13.98,1,1,1,111,13.98,2016-02-12,2016-02-12,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16120,59,1,7.28,4,1,1,411,7.28,2016-11-02,2016-11-02,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16122,84,1,569.97,4,1,3,413,569.97,2016-10-08,2016-10-08,1,569.97,0,0,569.97,3,"Middle"
16126,91,1,579.97,4,1,3,413,579.97,2016-10-01,2016-10-01,1,579.97,0,0,579.97,3,"Middle"
16127,76,1,618.47,4,1,4,414,618.47,2016-10-16,2016-10-16,1,618.47,0,0,618.47,4,"Upper-Mid"
16129,46,1,564.99,5,1,3,513,564.99,2016-11-15,2016-11-15,1,564.99,0,0,564.99,3,"Middle"
16130,108,1,61.96,4,1,2,412,61.96,2016-09-14,2016-09-14,1,61.96,0,0,61.96,2,"Lower-Mid"
16131,53,1,166.28,5,1,3,513,166.28,2016-11-08,2016-11-08,1,166.28,0,0,166.28,3,"Middle"
16134,247,1,13.98,2,1,1,211,13.98,2016-04-28,2016-04-28,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16135,54,1,579.97,5,1,3,513,579.97,2016-11-07,2016-11-07,1,579.97,0,0,579.97,3,"Middle"
16136,31,1,564.99,5,1,3,513,564.99,2016-11-30,2016-11-30,1,564.99,0,0,564.99,3,"Middle"
16137,49,1,554.97,5,1,3,513,554.97,2016-11-12,2016-11-12,1,554.97,0,0,554.97,3,"Middle"
16138,53,1,564.99,5,1,3,513,564.99,2016-11-08,2016-11-08,1,564.99,0,0,564.99,3,"Middle"
16139,49,1,654.95,5,1,4,514,654.95,2016-11-12,2016-11-12,1,654.95,0,0,654.95,4,"Upper-Mid"
16141,59,1,589.96,4,1,3,413,589.96,2016-11-02,2016-11-02,1,589.96,0,0,589.96,3,"Middle"
16142,52,1,563.96,5,1,3,513,563.96,2016-11-09,2016-11-09,1,563.96,0,0,563.96,3,"Middle"
16143,258,1,26.97,2,1,1,211,26.97,2016-04-17,2016-04-17,1,26.97,0,0,26.97,1,"Bottom 20% (Low CLV)"
16144,75,1,2376.96,4,1,4,414,2376.96,2016-10-17,2016-10-17,1,2376.96,0,0,2376.96,4,"Upper-Mid"
16145,86,1,2322.28,4,1,4,414,2322.28,2016-10-06,2016-10-06,1,2322.28,0,0,2322.28,4,"Upper-Mid"
16146,73,1,2329.98,4,1,4,414,2329.98,2016-10-19,2016-10-19,1,2329.98,0,0,2329.98,4,"Upper-Mid"
16147,64,1,2367.2,4,1,4,414,2367.2,2016-10-28,2016-10-28,1,2367.2,0,0,2367.2,4,"Upper-Mid"
16148,91,1,2319.99,4,1,4,414,2319.99,2016-10-01,2016-10-01,1,2319.99,0,0,2319.99,4,"Upper-Mid"
16150,47,1,629.97,5,1,4,514,629.97,2016-11-14,2016-11-14,1,629.97,0,0,629.97,4,"Upper-Mid"
16151,57,1,639.45,4,1,4,414,639.45,2016-11-04,2016-11-04,1,639.45,0,0,639.45,4,"Upper-Mid"
16152,70,1,64.47,4,1,2,412,64.47,2016-10-22,2016-10-22,1,64.47,0,0,64.47,2,"Lower-Mid"
16153,140,1,39.98,3,1,2,312,39.98,2016-08-13,2016-08-13,1,39.98,0,0,39.98,2,"Lower-Mid"
16154,172,1,4.99,3,1,1,311,4.99,2016-07-12,2016-07-12,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16210,13,1,645.94,5,1,4,514,645.94,2016-12-18,2016-12-18,1,645.94,0,0,645.94,4,"Upper-Mid"
16211,27,1,586.97,5,1,3,513,586.97,2016-12-04,2016-12-04,1,586.97,0,0,586.97,3,"Middle"
16212,13,1,39.98,5,1,2,512,39.98,2016-12-18,2016-12-18,1,39.98,0,0,39.98,2,"Lower-Mid"
16214,273,1,15.23,1,1,1,111,15.23,2016-04-02,2016-04-02,1,15.23,0,0,15.23,1,"Bottom 20% (Low CLV)"
16215,7,1,617.91,5,1,4,514,617.91,2016-12-24,2016-12-24,1,617.91,0,0,617.91,4,"Upper-Mid"
16216,24,1,614.47,5,1,3,513,614.47,2016-12-07,2016-12-07,1,614.47,0,0,614.47,3,"Middle"
16217,121,1,124.99,4,1,3,413,124.99,2016-09-01,2016-09-01,1,124.99,0,0,124.99,3,"Middle"
16218,350,1,574.98,1,1,3,113,574.98,2016-01-16,2016-01-16,1,574.98,0,0,574.98,3,"Middle"
16221,316,1,588.96,1,1,3,113,588.96,2016-02-19,2016-02-19,1,588.96,0,0,588.96,3,"Middle"
16222,317,1,561.48,1,1,3,113,561.48,2016-02-18,2016-02-18,1,561.48,0,0,561.48,3,"Middle"
16223,317,1,562.96,1,1,3,113,562.96,2016-02-18,2016-02-18,1,562.96,0,0,562.96,3,"Middle"
16224,306,1,556.26,1,1,3,113,556.26,2016-02-29,2016-02-29,1,556.26,0,0,556.26,3,"Middle"
16225,302,1,553.97,1,1,3,113,553.97,2016-03-04,2016-03-04,1,553.97,0,0,553.97,3,"Middle"
16226,302,1,553.97,1,1,3,113,553.97,2016-03-04,2016-03-04,1,553.97,0,0,553.97,3,"Middle"
16227,332,1,80.96,1,1,3,113,80.96,2016-02-03,2016-02-03,1,80.96,0,0,80.96,3,"Middle"
16228,18,1,569.97,5,1,3,513,569.97,2016-12-13,2016-12-13,1,569.97,0,0,569.97,3,"Middle"
16229,22,1,572.26,5,1,3,513,572.26,2016-12-09,2016-12-09,1,572.26,0,0,572.26,3,"Middle"
16230,11,1,618.98,5,1,4,514,618.98,2016-12-20,2016-12-20,1,618.98,0,0,618.98,4,"Upper-Mid"
16231,351,1,2525.94,1,1,5,115,2525.94,2016-01-15,2016-01-15,1,2525.94,0,0,2525.94,5,"Top 20% (High CLV)"
16232,314,1,2475.95,1,1,5,115,2475.95,2016-02-21,2016-02-21,1,2475.95,0,0,2475.95,5,"Top 20% (High CLV)"
16234,210,1,13.98,2,1,1,211,13.98,2016-06-04,2016-06-04,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16235,313,1,2443.35,1,1,5,115,2443.35,2016-02-22,2016-02-22,1,2443.35,0,0,2443.35,5,"Top 20% (High CLV)"
16236,94,1,98.96,4,1,3,413,98.96,2016-09-28,2016-09-28,1,98.96,0,0,98.96,3,"Middle"
16237,303,1,2514.93,1,1,5,115,2514.93,2016-03-03,2016-03-03,1,2514.93,0,0,2514.93,5,"Top 20% (High CLV)"
16238,264,1,12.94,2,1,1,211,12.94,2016-04-11,2016-04-11,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
16242,189,1,7.28,3,1,1,311,7.28,2016-06-25,2016-06-25,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16244,76,1,2369.97,4,1,4,414,2369.97,2016-10-16,2016-10-16,1,2369.97,0,0,2369.97,4,"Upper-Mid"
16246,205,1,12.94,2,1,1,211,12.94,2016-06-09,2016-06-09,1,12.94,0,0,12.94,1,"Bottom 20% (Low CLV)"
16248,242,1,39.98,2,1,2,212,39.98,2016-05-03,2016-05-03,1,39.98,0,0,39.98,2,"Lower-Mid"
16249,245,1,13.98,2,1,1,211,13.98,2016-04-30,2016-04-30,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16333,208,1,56.97,2,1,2,212,56.97,2016-06-06,2016-06-06,1,56.97,0,0,56.97,2,"Lower-Mid"
16334,332,1,84.92,1,1,3,113,84.92,2016-02-03,2016-02-03,1,84.92,0,0,84.92,3,"Middle"
16335,96,1,36.96,4,1,2,412,36.96,2016-09-26,2016-09-26,1,36.96,0,0,36.96,2,"Lower-Mid"
16336,89,1,64.47,4,1,2,412,64.47,2016-10-03,2016-10-03,1,64.47,0,0,64.47,2,"Lower-Mid"
16337,32,1,7.28,5,1,1,511,7.28,2016-11-29,2016-11-29,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16340,277,1,608.96,1,1,3,113,608.96,2016-03-29,2016-03-29,1,608.96,0,0,608.96,3,"Middle"
16344,69,1,2294.99,4,1,4,414,2294.99,2016-10-23,2016-10-23,1,2294.99,0,0,2294.99,4,"Upper-Mid"
16353,203,1,106.96,2,1,3,213,106.96,2016-06-11,2016-06-11,1,106.96,0,0,106.96,3,"Middle"
16354,296,1,574.98,1,1,3,113,574.98,2016-03-10,2016-03-10,1,574.98,0,0,574.98,3,"Middle"
16355,285,1,89.97,1,1,3,113,89.97,2016-03-21,2016-03-21,1,89.97,0,0,89.97,3,"Middle"
16356,168,1,7.28,3,1,1,311,7.28,2016-07-16,2016-07-16,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16357,126,1,4.99,3,1,1,311,4.99,2016-08-27,2016-08-27,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16359,139,1,7.28,3,1,1,311,7.28,2016-08-14,2016-08-14,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16360,304,1,553.97,1,1,3,113,553.97,2016-03-02,2016-03-02,1,553.97,0,0,553.97,3,"Middle"
16361,294,1,2514.93,1,1,5,115,2514.93,2016-03-12,2016-03-12,1,2514.93,0,0,2514.93,5,"Top 20% (High CLV)"
16362,255,1,2482.23,2,1,5,215,2482.23,2016-04-20,2016-04-20,1,2482.23,0,0,2482.23,5,"Top 20% (High CLV)"
16364,250,1,2482.23,2,1,5,215,2482.23,2016-04-25,2016-04-25,1,2482.23,0,0,2482.23,5,"Top 20% (High CLV)"
16367,62,1,39.98,4,1,2,412,39.98,2016-10-30,2016-10-30,1,39.98,0,0,39.98,2,"Lower-Mid"
16369,117,1,26.97,4,1,1,411,26.97,2016-09-05,2016-09-05,1,26.97,0,0,26.97,1,"Bottom 20% (Low CLV)"
16371,197,1,54.98,2,1,2,212,54.98,2016-06-17,2016-06-17,1,54.98,0,0,54.98,2,"Lower-Mid"
16372,269,1,2482.23,2,1,5,215,2482.23,2016-04-06,2016-04-06,1,2482.23,0,0,2482.23,5,"Top 20% (High CLV)"
16373,257,1,2578.43,2,1,5,215,2578.43,2016-04-18,2016-04-18,1,2578.43,0,0,2578.43,5,"Top 20% (High CLV)"
16374,9,1,15.23,5,1,1,511,15.23,2016-12-22,2016-12-22,1,15.23,0,0,15.23,1,"Bottom 20% (Low CLV)"
16375,229,1,2478.34,2,1,5,215,2478.34,2016-05-16,2016-05-16,1,2478.34,0,0,2478.34,5,"Top 20% (High CLV)"
16376,56,1,7.28,5,1,1,511,7.28,2016-11-05,2016-11-05,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16377,308,1,13.98,1,1,1,111,13.98,2016-02-27,2016-02-27,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16378,15,1,13.98,5,1,1,511,13.98,2016-12-16,2016-12-16,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16379,26,1,58.98,5,1,2,512,58.98,2016-12-05,2016-12-05,1,58.98,0,0,58.98,2,"Lower-Mid"
16381,305,1,4.99,1,1,1,111,4.99,2016-03-01,2016-03-01,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16382,266,1,59.98,2,1,2,212,59.98,2016-04-09,2016-04-09,1,59.98,0,0,59.98,2,"Lower-Mid"
16383,302,1,58.98,1,1,2,112,58.98,2016-03-04,2016-03-04,1,58.98,0,0,58.98,2,"Lower-Mid"
16384,331,1,7.28,1,1,1,111,7.28,2016-02-04,2016-02-04,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16385,207,1,64.47,2,1,2,212,64.47,2016-06-07,2016-06-07,1,64.47,0,0,64.47,2,"Lower-Mid"
16477,316,1,39.98,1,1,2,112,39.98,2016-02-19,2016-02-19,1,39.98,0,0,39.98,2,"Lower-Mid"
16478,78,1,2385.94,4,1,4,414,2385.94,2016-10-14,2016-10-14,1,2385.94,0,0,2385.94,4,"Upper-Mid"
16485,78,1,39.98,4,1,2,412,39.98,2016-10-14,2016-10-14,1,39.98,0,0,39.98,2,"Lower-Mid"
16490,225,1,2478.34,2,1,5,215,2478.34,2016-05-20,2016-05-20,1,2478.34,0,0,2478.34,5,"Top 20% (High CLV)"
16498,112,1,39.98,4,1,2,412,39.98,2016-09-10,2016-09-10,1,39.98,0,0,39.98,2,"Lower-Mid"
16499,6,1,4.99,5,1,1,511,4.99,2016-12-25,2016-12-25,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16500,253,1,588.96,2,1,3,213,588.96,2016-04-22,2016-04-22,1,588.96,0,0,588.96,3,"Middle"
16501,117,1,4.99,4,1,1,411,4.99,2016-09-05,2016-09-05,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16503,227,1,4.99,2,1,1,211,4.99,2016-05-18,2016-05-18,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16504,268,1,588.96,2,1,3,213,588.96,2016-04-07,2016-04-07,1,588.96,0,0,588.96,3,"Middle"
16505,18,1,39.98,5,1,2,512,39.98,2016-12-13,2016-12-13,1,39.98,0,0,39.98,2,"Lower-Mid"
16641,64,1,2391.43,4,1,4,414,2391.43,2016-10-28,2016-10-28,1,2391.43,0,0,2391.43,4,"Upper-Mid"
16642,32,1,39.98,5,1,2,512,39.98,2016-11-29,2016-11-29,1,39.98,0,0,39.98,2,"Lower-Mid"
16644,156,1,4.99,3,1,1,311,4.99,2016-07-28,2016-07-28,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16645,80,1,2357.28,4,1,4,414,2357.28,2016-10-12,2016-10-12,1,2357.28,0,0,2357.28,4,"Upper-Mid"
16647,101,1,54.98,4,1,2,412,54.98,2016-09-21,2016-09-21,1,54.98,0,0,54.98,2,"Lower-Mid"
16648,19,1,7.28,5,1,1,511,7.28,2016-12-12,2016-12-12,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16650,52,1,4.99,5,1,1,511,4.99,2016-11-09,2016-11-09,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16651,35,1,13.98,5,1,1,511,13.98,2016-11-26,2016-11-26,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16652,159,1,48.97,3,1,2,312,48.97,2016-07-25,2016-07-25,1,48.97,0,0,48.97,2,"Lower-Mid"
16653,81,1,2411.95,4,1,4,414,2411.95,2016-10-11,2016-10-11,1,2411.95,0,0,2411.95,4,"Upper-Mid"
16655,106,1,39.98,4,1,2,412,39.98,2016-09-16,2016-09-16,1,39.98,0,0,39.98,2,"Lower-Mid"
16668,252,1,607.96,2,1,3,213,607.96,2016-04-23,2016-04-23,1,607.96,0,0,607.96,3,"Middle"
16669,56,1,4.99,5,1,1,511,4.99,2016-11-05,2016-11-05,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16670,221,1,2478.34,2,1,5,215,2478.34,2016-05-24,2016-05-24,1,2478.34,0,0,2478.34,5,"Top 20% (High CLV)"
16671,16,1,4.99,5,1,1,511,4.99,2016-12-15,2016-12-15,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16672,194,1,7.28,3,1,1,311,7.28,2016-06-20,2016-06-20,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16673,184,1,2466.32,3,1,5,315,2466.32,2016-06-30,2016-06-30,1,2466.32,0,0,2466.32,5,"Top 20% (High CLV)"
16676,100,1,13.98,4,1,1,411,13.98,2016-09-22,2016-09-22,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16677,152,1,13.98,3,1,1,311,13.98,2016-08-01,2016-08-01,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16714,148,1,64.47,3,1,2,312,64.47,2016-08-05,2016-08-05,1,64.47,0,0,64.47,2,"Lower-Mid"
16715,128,1,7.28,3,1,1,311,7.28,2016-08-25,2016-08-25,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16716,265,1,27.92,2,1,1,211,27.92,2016-04-10,2016-04-10,1,27.92,0,0,27.92,1,"Bottom 20% (Low CLV)"
16718,40,1,13.98,5,1,1,511,13.98,2016-11-21,2016-11-21,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16719,71,1,39.98,4,1,2,412,39.98,2016-10-21,2016-10-21,1,39.98,0,0,39.98,2,"Lower-Mid"
16720,182,1,39.98,3,1,2,312,39.98,2016-07-02,2016-07-02,1,39.98,0,0,39.98,2,"Lower-Mid"
16722,31,1,4.99,5,1,1,511,4.99,2016-11-30,2016-11-30,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16724,56,1,39.98,5,1,2,512,39.98,2016-11-05,2016-11-05,1,39.98,0,0,39.98,2,"Lower-Mid"
16725,20,1,13.98,5,1,1,511,13.98,2016-12-11,2016-12-11,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16726,3,1,7.28,5,1,1,511,7.28,2016-12-28,2016-12-28,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16727,212,1,2451.3,2,1,5,215,2451.3,2016-06-02,2016-06-02,1,2451.3,0,0,2451.3,5,"Top 20% (High CLV)"
16728,203,1,2443.35,2,1,5,215,2443.35,2016-06-11,2016-06-11,1,2443.35,0,0,2443.35,5,"Top 20% (High CLV)"
16732,164,1,2451.3,3,1,5,315,2451.3,2016-07-20,2016-07-20,1,2451.3,0,0,2451.3,5,"Top 20% (High CLV)"
16735,131,1,58.98,3,1,2,312,58.98,2016-08-22,2016-08-22,1,58.98,0,0,58.98,2,"Lower-Mid"
16736,197,1,59.98,2,1,2,212,59.98,2016-06-17,2016-06-17,1,59.98,0,0,59.98,2,"Lower-Mid"
16737,102,1,4.99,4,1,1,411,4.99,2016-09-20,2016-09-20,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16746,305,1,64.47,1,1,2,112,64.47,2016-03-01,2016-03-01,1,64.47,0,0,64.47,2,"Lower-Mid"
16747,183,1,2479.94,3,1,5,315,2479.94,2016-07-01,2016-07-01,1,2479.94,0,0,2479.94,5,"Top 20% (High CLV)"
16748,21,1,58.98,5,1,2,512,58.98,2016-12-10,2016-12-10,1,58.98,0,0,58.98,2,"Lower-Mid"
16749,24,1,61.96,5,1,2,512,61.96,2016-12-07,2016-12-07,1,61.96,0,0,61.96,2,"Lower-Mid"
16750,284,1,7.28,1,1,1,111,7.28,2016-03-22,2016-03-22,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16751,163,1,2492.32,3,1,5,315,2492.32,2016-07-21,2016-07-21,1,2492.32,0,0,2492.32,5,"Top 20% (High CLV)"
16752,135,1,2512.32,3,1,5,315,2512.32,2016-08-18,2016-08-18,1,2512.32,0,0,2512.32,5,"Top 20% (High CLV)"
16753,71,1,2319.99,4,1,4,414,2319.99,2016-10-21,2016-10-21,1,2319.99,0,0,2319.99,4,"Upper-Mid"
16755,71,1,2316.97,4,1,4,414,2316.97,2016-10-21,2016-10-21,1,2316.97,0,0,2316.97,4,"Upper-Mid"
16756,74,1,2395.96,4,1,4,414,2395.96,2016-10-18,2016-10-18,1,2395.96,0,0,2395.96,4,"Upper-Mid"
16759,67,1,7.28,4,1,1,411,7.28,2016-10-25,2016-10-25,1,7.28,0,0,7.28,1,"Bottom 20% (Low CLV)"
16760,295,1,67.97,1,1,2,112,67.97,2016-03-11,2016-03-11,1,67.97,0,0,67.97,2,"Lower-Mid"
16761,98,1,2475.95,4,1,5,415,2475.95,2016-09-24,2016-09-24,1,2475.95,0,0,2475.95,5,"Top 20% (High CLV)"
16762,97,1,2479.94,4,1,5,415,2479.94,2016-09-25,2016-09-25,1,2479.94,0,0,2479.94,5,"Top 20% (High CLV)"
16765,155,1,4.99,3,1,1,311,4.99,2016-07-29,2016-07-29,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16766,54,1,4.99,5,1,1,511,4.99,2016-11-07,2016-11-07,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16767,291,1,59.98,1,1,2,112,59.98,2016-03-15,2016-03-15,1,59.98,0,0,59.98,2,"Lower-Mid"
16769,73,1,4.99,4,1,1,411,4.99,2016-10-19,2016-10-19,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16770,112,1,2478.34,4,1,5,415,2478.34,2016-09-10,2016-09-10,1,2478.34,0,0,2478.34,5,"Top 20% (High CLV)"
16773,175,1,13.98,3,1,1,311,13.98,2016-07-09,2016-07-09,1,13.98,0,0,13.98,1,"Bottom 20% (Low CLV)"
16774,197,1,54.98,2,1,2,212,54.98,2016-06-17,2016-06-17,1,54.98,0,0,54.98,2,"Lower-Mid"
16775,100,1,4.99,4,1,1,411,4.99,2016-09-22,2016-09-22,1,4.99,0,0,4.99,1,"Bottom 20% (Low CLV)"
16776,92,1,2443.35,4,1,5,415,2443.35,2016-09-30,2016-09-30,1,2443.35,0,0,2443.35,5,"Top 20% (High CLV)"
16777,307,1,124.99,1,1,3,113,124.99,2016-02-28,2016-02-28,1,124.99,0,0,124.99,3,"Middle"
16778,63,1,2541.32,4,1,5,415,2541.32,2016-10-29,2016-10-29,1,2541.32,0,0,2541.32,5,"Top 20% (High CLV)"
16779,66,1,2297.28,4,1,4,414,2297.28,2016-10-26,2016-10-26,1,2297.28,0,0,2297.28,4,"Upper-Mid"
16780,114,1,54.98,4,1,2,412,54.98,2016-09-08,2016-09-08,1,54.98,0,0,54.98,2,"Lower-Mid"
16781,333,1,64.47,1,1,2,112,64.47,2016-02-02,2016-02-02,1,64.47,0,0,64.47,2,"Lower-Mid"
16782,82,1,2482.23,4,1,5,415,2482.23,2016-10-10,2016-10-10,1,2482.23,0,0,2482.23,5,"Top 20% (High CLV)"
16783,36,1,2457.33,5,1,5,515,2457.33,2016-11-25,2016-11-25,1,2457.33,0,0,2457.33,5,"Top 20% (High CLV)"
16785,90,1,2342.92,4,1,4,414,2342.92,2016-10-02,2016-10-02,1,2342.92,0,0,2342.92,4,"Upper-Mid"
16786,64,1,2294.99,4,1,4,414,2294.99,2016-10-28,2016-10-28,1,2294.99,0,0,2294.99,4,"Upper-Mid"
16787,33,1,39.98,5,1,2,512,39.98,2016-11-28,2016-11-28,1,39.98,0,0,39.98,2,"Lower-Mid"
16788,258,1,39.98,2,1,2,212,39.98,2016-04-17,2016-04-17,1,39.98,0,0,39.98,2,"Lower-Mid"
16789,10,1,2443.35,5,1,5,515,2443.35,2016-12-21,2016-12-21,1,2443.35,0,0,2443.35,5,"Top 20% (High CLV)"
